Full Name,Description,Job,Country,Father,Mother,Spouse,Birth Date,Death Date,Birth Place,Death Place,Death Reason,Known for,Notable Work,Image,Website,Children,Native Name,Signature,Title,Honours,Awards,Education,Birth Name,Nationality,Weight,Height,Eye Color,Hair Color
Pamela Rooks,,"film director, screenwriter",,,,[[Conrad Rooks]] ( {{abbr|d|divorced}} . 1985),1958,1 October 2010,"[[Kolkata]], India","New Delhi, India",,,,,,,,,,,,,,,,,,
Panchi Bora,,"[[model (person)|Model]], [[actress]]",,,,,{{birth date and age|27 December 1985}},,"[[Guwahati]], Assam, India",,,,,Photo Of Panchi Bora From The 3rd Boroplus Gold Awards 2010.jpg,,,,,,,,,,Indian,,,,
Pandari Bai,,Actress,,,,,{{birth year|1930}},{{death date and age|2003|01|29|1930}},"[[Bhatkal]], [[Princely State of Mysore]], [[British Raj|British India]] (now in [[Karnataka]], India)","[[Chennai]], India",,,,Pandari Bai.jpg,,,,,,,,,,,,,,
Pankhuri Awasthy,,[[Actress]],,,,{{marriage|[[Gautam Rode]]|2018}},{{birth date and age|1991|03|31|df|=|y}},,"[[Lucknow]], [[Uttar Pradesh]], [[India]]",,,''[[Razia Sultan (TV series)|Razia Sultan]]'' <br/> ''[[Yeh Rishta Kya Kehlata Hai]]'' <br/> ''[[Shubh Mangal Zyada Saavdhan]]'',,Pankhuri Awasthy in January 2020.jpg,,,,,,,,,,Indian,,,,
Pantula Rama,,Singer,,,,,,,,,,,,Pantula Rama Classical Musician.jpg,www.pantularama.com,,,,,,,,,,,,,
Paoli Dam,,Actress,,,,Arjun Dev,{{Birth date and age|df|=|yes|1980|10|04}},,"[[Kolkata]], [[West Bengal]], [[India]]",,,,"{{Ubl
 | Madhabilata in ''[[Kaalbela]]'' (2009)
 | Kavyah Krishna in ''[[Hate Story]]'' (2012)
 | Ela in ''[[Elar Char Adhyay]]'' (2012)}}",Paoli Dam saree image.jpg,[http://paolidamofficial.com Official website],,,,,,,,,Indian,,,,
Parbati Ghose,,{{hlist | [[Actor]] | [[film director]] | [[Film producer]]}},,,,Gour Prasad Ghose,{{Birth date|1933|03|28|df|=|y}},{{Death date and age|2018|02|11|1933|03|28|df|=|y}},"[[Cuttack district]], [[Odisha]], [[British India]]","[[Bhubaneswar]], Odisha, India",,First female filmmaker of Odisha,{{ubl | [[ Lakshmi (1962 film)| ''Lakshmi'' (1962 film)]] | [[Kaa (1965 film)|''Kaa'' (1965 film)]] | [[Stree (1968 film)|''Stree'' (1968 film)]]}},,,,,,,,,,,[[India|Indian]],,,,
Parineeti Chopra,,{{hlist|[[Actress]]|[[Singer]]}},,,,,{{birth date and age|df|=|yes|1988|10|22}},,"[[Ambala]], [[Haryana]], [[India]]",,,,,File:Parineeti Chopra in 2016.jpg,,,,,,,[[List of awards and nominations received by Parineeti Chopra|Full list]],,,,,,,
Parminder Nagra,,Actress,,,,{{marriage|James Stenson|2009|2013|reason|=|divorced}},{{Birth date and age|1975|10|5|df|=|yes}},,"[[Leicester]], [[England]], UK",,,,,Parminder Nagra by Gage Skidmore 2.jpg,,1,,,,,,,,,,,,
Parul Chauhan Thakkar,,,,,,"{{marriage |Chirag Thakkar |December 12, 2018}}",,,"[[Lakhimpur Kheri]], [[Uttar Pradesh]], India",,,,,,,,,,,,,,,,,,,
Parul Gulati,,Actress,,,,,6th August 1991,,,,,,,File:ParulGulati.jpg,,,,,,,,,,Indian,,,,
Parul Yadav,,{{hlist|Actress|producer}},,,,,,,"[[Mumbai]], [[Maharashtra]], India",,,,,Parul Yadav 61st Idea Filmfare Awards South (cropped).jpg,{{URL|www.parulyadav.com}},,,,,,,,,,,,,
Parvathy Jayaram,,,,,,{{Marriage|[[Jayaram]]|1992}},{{Birth date and age|df|=|yes|1970|04|07}},,"[[Thiruvalla]], [[Kerala]], India",,,,,Parvathi actress.jpg,,[[Kalidas Jayaram]] (b.1993) <br /> Malavika Jayaram ( b.1996),,,,,,,,[[Indian people|Indian]],,,,
Parvati Nair,,"Actress, model",,,,,{{Birth date and age|df|=|yes|1992|12|05}},,"[[Abu Dhabi]], United Arab Emirates",,,,,Parvatii_Nair_1.jpg,,,,,,,,,,Indian,,,,
Parvathy Omanakuttan,,"[[Actress]], [[Model (person)|Model]], [[Entrepreneur]]",,,,,{{Birth date and age|df|=|yes|1987|03|13}},,"[[Changanassery]], [[Kerala]], [[India]]",,,,,Parvathy Omanakuttan Magnum (cropped).jpg,,,,,[[Femina Miss India|Femina Miss India World 2008]]<br>[[Miss India South|Miss India South 2008]],,,,,,,,Dark Brown,Dark Brown
Parvati Melton,,{{Hlist|Actress|[[Model (person)|model]]}},,,,{{marriage|  Shamsu Lalani  | 2013}},{{birth date and age|df|=|y|1988|01|07}},,"[[New Jersey]], United States",,,,,,,,,,,,,,,,,,,
Parveen Babi,,"{{flatlist|
* Actress
* model}}",,,,,{{Birth date|df|=|yes|1954|4|4}},{{Death date and age|2005|01|20|1954|04|04|df|=|y}},"[[Junagadh]], [[Saurashtra (state)|Saurashtra]], India","[[Mumbai]], [[Maharashtra]], India",,,,Parveen Babi.jpg,,,,,,,,,,,,,,
Patience Cooper,,Actress,,,,,1905,1993,"[[Calcutta]], [[Bengal Presidency]], [[British India]]",Pakistan,,,,Patience Cooper (vers 1930).jpg,,,,,,,,,,,,,,
Patralekha Paul,,Actress,,,,,{{birth date and age|1989|2|20|df|=|y}},,"[[Shillong]], [[Meghalaya]], [[India]]",,,,,Patralekha snapped attending the Lakme Fashion Week 2018.jpg,,,,,,,,,,Indian,,1.62 m,,
Payal Ghosh,,Actress,,,,,{{birth date and age|1989|11|13|df|=|y}},,"[[Kolkata]], [[West Bengal]], [[India]]",,,,,Payal Ghosh graces the Topgear awards.jpg,,,,,,,,,,,,,,
Payal Rohatgi,,"Actress, [[Model (person)|Model]]",,,,,{{Birth-date and age|9 November 1984}},,"[[Hyderabad]], [[Andhra Pradesh]], India",,,,,"Payal Rohatgi Colors at Indian Telly Awards, 2012.jpg",,,,,Supermodel Miss Tourism World 2001<br>Miss India Tourism 2001,,,,,,,,,
Payel Sarkar,,Actress,,,,,{{Birth date and age|df|=|yes|1984|02|10}},,"[[Kolkata]], [[West Bengal]], [[India]]",,,,,,,,,,,,,[[Jadavpur University]],,[[Indian people|Indian]],,,,
Perizaad Zorabian,,,,,,Boman Rustom Irani (2006–present),,,India,,,,,Perizaad zorbian still.jpg,,2,,,,,,,,,,,,
Pia Bajpiee,,"Actress, Model",,,,,,,"[[Etawah]], [[Uttar Pradesh]], India",,,,,Piaa_Bajpai_(cropped).jpg,,,,,,,,,,,,{{height|m|=|1.63}},,
Pinky Rajput,,"Voice actress, dubbing director",,,,,{{birth date and age|df|=|yes|1969|1|20}},,"[[Mumbai]], India",,,,,,,,,,,,,,,,,,,
Plabita Borthakur,,{{hlist|Actress|Singer}},,,,,,,"[[Duliajan]], [[Dibrugarh district|Dibrugarh]], [[Assam]], India",,,,,Plabita Borthakur 1.jpg,https://plabitaborthakur.com,,,,,,,,,[[Indian people|Indian]],,5 ft 6 in.,,
Pony Verma,,[[Choreography (dance)|Dance choreographer]],,,,{{Marriage|[[Prakash Raj]]|2010}},{{birth date and age|1977|09|15|df|=|y}},,,,,,,"Pony Verma, Shweta Pandit at Esha Deol's sangeet ceremony 14.jpg",,Vedanth,,,,,,,,[[Indian people|Indian]],,,,
Pooja Batra,,{{hlist|Actress|model}},,,,{{unbulleted list|Marriage|Sonu S. Ahluwalia|2002|2011|end|=|divorced|Marriage|[[Nawab Shah (actor)|Nawab Shah]]|2019}} {{Marriage|Sonu S. Ahluwalia|2002|2011|end|=|divorced}} {{Marriage|[[Nawab Shah (actor)|Nawab Shah]]|2019}},{{Birth date and age|1976|10|27|df|=|y}},,"[[Faizabad]], [[Uttar Pradesh]], [[India]]",,,,,Pooja Batra.jpg,,,,,[[Femina Miss India|Femina Miss India International 1993]],,,,,,,5 ft 10 in,,
Pooja Bedi,,"Actress, television presenter, relationship columnist",,,,{{marriage|Farhan Ebrahim Furniturewala|1994|2003|reason|=|divorced}},{{birth date and age|df|=|yes|1970|5|11}},,"[[Mumbai]], [[Maharashtra]], India",,,,,Pooja Bedi grace the launch of Farah Khan Ali’s book 'A Bejewelled Life'.jpg,,[[Alaya Furniturewala]] (Daughter),,,,,,,,,,,,
Pooja Bhatt,,{{hlist|Actress|producer|director}},,[[Mahesh Bhatt]],,[[Manish Makhija]] (2003–2014) (separated),{{birth date and age|df|=|yes|1972|2|24}},,"Bombay, [[Maharashtra]], India",,,,,Pooja Bhatt grace the press meet of the film Cabaret at JW Marriott Juhu (2) (cropped).jpg,,,,,,,,,,Indian,,,,
Pooja Chopra,,Actress,,,,,,,"[[Calcutta]], [[West Bengal]], [[India]]",,,Miss India World,,Pooja Chopra graces Esha Amin’s Holiday Edit (04) (cropped).jpg,,,,,[[Femina Miss India|Miss India]] (2009),,,,,,,1.7m,,
Pooja Gandhi,,"{{Flatlist|
* Actress 
* [[Film producer|producer]]}}",,,,,{{Birth date and age|df|=|yes|1983|10|07}},,"[[Meerut]], [[Uttar Pradesh]], India.",,,,,Puja during Karimedu film promotion.jpg,,,,,,,,,,,,,,
Pooja Gor,,"Actress, television presenter",,,,,{{birth date and age|1991|06|01|df|=|y}},,"[[Ahmedabad]], India",,,''[[Mann Kee Awaaz Pratigya]]''<br>''[[Mann Kee Awaaz Pratigya 2]]'',,Pooja Gor in 2016 (cropped).jpg,,,,,,,,,,,,,,
Pooja Hegde,,{{hlist|[[Actor|Actress]]|[[Model (people)|model]]}},,,,,{{birth date and age|df|=|yes|1990|10|13}},,"[[Mumbai|Bombay]], [[Maharashtra]], [[India]]<br> {{small|(present-day [[Mumbai]])}}",,,,,Pooja Hegde snapped when graced the Four Seasons new lounge launch 2 (01) (cropped).jpg,,,,,,,,,,,,,,
Pooja Kanwal,,"[[Actress]], Anchor",,,,{{marriage|Avinash Mahtani|6 November 2009}},,,[[India]],,,,,Pooja kanwal 1.jpg,,,,,,,,,,,,,,
Pooja Lokesh,,Actress,,[[Lokesh]],[[Girija Lokesh]],,,,,,,,,,,,,,,,,,,Indian,,,,
Pooja Sawant,,"[[Dancer]], [[Actress]], [[Model (person)|Model]],",,,,,{{birth date and age|1990|01|25|df|=|y}},,"[[Mumbai]], [[Maharashtra]], [[India]]",,,,,Pooja Sawant.jpeg,,,,,,,,,,,,,,
Pooja Umashankar,,"[[Model (person)|Model]], [[actress]]",,,,Prashan David Vethakan,{{Birth date and age|1981|06|25}},,"[[Colombo]], [[Sri Lanka]]",,,,,File:Pooja G Umashankar.jpg,,,,,,,,,,,,,,
Poonam Bajwa,,{{hlist|Actress|Model}},,,,,{{Birth date and age|1985|04|05|df|=|yes}},,"[[Bombay]] , [[Maharashtra]], India",,,,,PoonamBajwa2019.jpg,,,,,,,,,,[[Indian people|Indian]],,,,
Poonam Dhillon,,Actress,,,,{{marriage|Ashok Thakeria|1988|1997}},{{Birth date and age|1962|4|18|df|=|y}},,"[[Kanpur]], [[Uttar Pradesh]], [[India]]",,,,,File:Dhillon-Poonam.jpg,{{url|http://www.poonamdhillon.com}},2,,,,,,,,,,,,
Poonam Kaur,,"Actress, [[model (person)|model]]",,,,,{{Birth date and age|df|=|yes|1983|10|21}},,"[[Hyderabad, India|Hyderabad]], [[Telangana]], India",,,,,Poonam Kaur.jpg,,,,,,,,,,,,,,
Poonam Pandey,,{{hlist|Actress|model}},,,,{{marriage|Sam Bombay|1 September 2020}},{{Birth date and age|1991|3|11|df|=|yes}},,"[[Kanpur, India]]",,,,,Poonam Pandey before the red carpet at the Femina Miss India 2018.jpg,,,,,,,,,,,,,,
Prachi Desai,,Actress,,,,,{{Birth date and age|1988 |9|12|df|=|yes}},,"[[Surat, Gujarat]], [[India]]",,,,,Cast of 'Bol Bachchan' interview at Mehboob studio 04 Prachi Desai.jpg,,,,,,,,,,,,,,
Prachee Shah Paandya,,"[[Model (person)|Model]], [[Actress]]",,,,{{marriage|Vishwas Paandya|2005}},{{Birth-date and age|12 December 1979}},,"[[Mumbai]], [[Maharashtra]], India",,,,,Prachi Shah graces the Khidkiyaan movie festival launch (06) (cropped).jpg,,1,,,,,,,,,,,,
Pramila Joshai,,Film actress,,,,[[Sundar Raj]],March 31 1955,,,,,,,"{{CSS image crop
|Image |=| The Director T.S. Nagabhararana with the cast and crew at the presentation of the film ‘Allama’, during the 47th International Film Festival of India (IFFI-2016), in Panaji, Goa on November 26, 2016.jpg
|bSize |=| 1600
|cWidth |=| 170
|cHeight |=| 220
|oTop |=| 155
|oLeft |=| 590
|Location|=|center}}",,[[Meghana Raj]]'' <small>(Daughter)</small>'',,,,,,,,[[India]]n,,,,
Pranita Talukdar,,,,,,,1935,20 April 2019 (aged 83-84),,,,,,Smt. Pranita Talukdar (Assam) at the presentation of Stree Shakti Puraskar 2012 on the occasion of International Women’s Day (cropped).jpg,,,,,,,,,,,,,,
Pranitha Subhash,,{{hlist|Actress}},,,,{{marriage|Nitin Raju|2021}},{{birth date and age|1992|10|17|df|=|y}},,"[[Bangalore]], [[Karnataka]], [[India]]",,,,,Pranitha at CCL 3's Chennai Rhinos Vs Karnataka Bulldozers match (cropped).jpg,,,,,,,,,,,,,,
Pratibha Ray,,,,,,,{{Birth date and age|df|=|yes|1944|01|21}},,"Alabol, Balikuda, [[Jagatsinghpur district|Jagatsinghpur]], [[Odisha]], [[British India]]",,,,"''Yajnaseni'', ''Sheelapadma''",Pratiba Ray 2010.JPG,{{url|http://pratibharay.org/}},,,,,,[[Jnanpith Award]]<br />[[Moortidevi Award]],"M.A. (Education), PhD (Educational Psychology)",,,,,,
Prayaga Martin,,{{hlist|[[Actress]]|[[Model (person)|Model]]}},,,,,18 May 1999 (age 26),,"Elamakkara, [[Kochi]], [[Ernakulam district|Ernakulam]], [[Kerala]], India",,,,,Prayaga Martin.jpg,,,,,,,,,,[[India]]n,,,,
Preetha Vijayakumar,,[[Film actress]],,,,{{Marriage|[[Hari (director)|Hari]]|2002}},{{Birth date and age|df|=|yes|1982|01|10}},,"[[Chennai]], [[Tamil Nadu]], India",,,,,Preetha Vijayakumar 62nd Filmfare South Awards.jpg,,3,,,,,,,,,,,,
Preeti  Aneja,,"[[Movie director]], [[Film writer]]",,,,Amrit Aneja,,,"[[Hisar, India|Hisar]], [[Haryana]], India",,,,,,,Astitva Aneja,,,,,,,,,,,,
Preeti Jhangiani,,"Model, actress",,,,{{marriage|[[Parvin Dabbas]]|2008}},{{birth date and age|1980|8|18|df|=|y}},,,,,,,Preeti jhangiani Bollywood & TV actors at Ekta Kapoor's birthday bash.jpg,,2,,,,,,,,,,,,
Preetika Rao,,[[Actress]]‚ [[Model (person)|Model]],,,,,{{birth date and age|1991|05|29}},,"[[Mangalore]], [[India]]",,,[[Beintehaa]] as Aaliya Abdullah,,Preetika rao.jpg,,,,,,,,,,[[India]]n,,1.60m,,
Preity Zinta,,{{hlist|Actress|producer|entrepreneur}},,,,{{marriage|Gene Goodenough|2016}},{{Birth date and age |df|=|yes|1975|1|31}},,"[[Shimla]], [[Himachal Pradesh]], India",,,,[[Preity Zinta filmography|Full list]],Preity Zinta by Ash Gupta.jpg,,,,Preity Zinta.png,,,[[List of awards and nominations received by Preity Zinta|Full list]],,,,,,,
Prema,,Actress,,,,,{{Birth date and age|1977|1|6|df|=|yes}},,"[[Bangalore]], India",,,,,"{{CSS image crop
|Image |=| Ellaranthalla Nanna Ganda Kannada film screenshot.jpg
|bSize |=| 537
|cWidth |=| 265
|cHeight |=| 
|oTop |=| 
|oLeft |=| 265
|Location|=|center}}",,,,,,,,,,,,,,
Prema Karanth,,"Playwright, film director",,,,[[B. V. Karanth]] (1958–2002),15 August 1936,,"[[Bhadravati, Karnataka|Bhadravati]], [[Kingdom of Mysore]], [[British India]]","[[Bangalore]], India",,,,PremaKaranthImg.jpg,,,,,,,,,,,,,,
Prerana Deshpande,,"[[Dancer|Classical Dancer]], [[choreographer]], [[research]]er",,,,,,,,,,,,Prerana Deshpande.jpg,,,,,,,Devadasi National Award<br/>([[#Awards|see all]]),"[[Indian classical dance]], [[Mathematics]]",,[[India]],,,,
Priya Anand,,"Actress, model",,,,,{{birth date and age|df|=|yes|1986|09|17}},,"[[Madras]], [[Tamil Nadu]], India",,,,,Priya Anand at 'Fukrey' Jugaadu event (cropped).jpg,,,,,,,,,,,,,,
Priya Bapat,,"Actress, Model",,,,{{marriage|[[Umesh Kamat]]|2011}},{{birth date and age |df|=|yes|1986|9|18}},,"[[Mumbai]], [[Maharashtra]], [[India]]",,,,,Priya Bapat.jpg,,,,,,,,,,{{flagicon|India}} [[Indian people| Indian]],,,,
Priya Gill,,"Actress, Model",,,,,9 December 1975,,"[[Punjab, India]]",,,,,,,,,,,,,,,,,,,
Priyaa Lal,,"Actor, sports presenter, singer, dancer, interior designer",,,,,1 August,,"[[Ras al-Khaimah, UAE]]",,,,,SOUTH INDIAN ACTRESS PRIYAA LAL.jpg,,,,,,,,,,British,,,,
Priya Rajvansh,,[[Actress]],,,,,30 December 1936,{{Death date and age|df|=|yes|2000|3|27|1936|12|30}},"[[Simla]], [[Punjab Province (British India)|Punjab]], British India<br><small>(now [[Shimla]], [[Himachal Pradesh]], India)</small>","[[Mumbai]], [[Maharashtra]], India",,,,Priya_rajvansh.jpg,,,,,,,,,,,,,,
Priya Raman,,{{hlist|[[Actor]]|[[Television producer]]}},,,,"{{Marriage|[[Ranjith (actor)|Ranjith]]| end|=|m.1999-2014(div), reunited =2017-present}}",18 June 1974,,,,,,,,,,,,,,[[Tamil Nadu]] State Award for Best Actress,,,,,,,
Priya Wal,,"Actress, writer",,,,,{{birth year and age|1985}},,"Ajmer, Rajasthan, India",,,Role of Anvesha in [[Remix (TV series)|Remix]] and Role of Misha Dobriyal in [[Pyaar Kii Ye Ek Kahaani]],,,,,,,,,,,,,,,,
Priyamani,,{{hlist|Actress|model}},,,,{{marriage|Mustafa Raj|2017}},{{Birth date and age|1984|6|4|df|=|y}},,"[[Bangalore]], [[Karnataka]], India",,,,,Priyamani at Filmfare Awards South (cropped).jpg,,,,,,,[[National Film Award for Best Actress]],,,,,,,
Priyambada Mohanty Hejmadi,,Classical dancer<br>Art writer<br>Biologist,,,,,18 November 1935,,India,,,[[Odissi]]<br>Developmental biology,,"Priyambada Mohanty Hejamdi during 22nd Odia Film Award ceremony 2014, Bhubaneswar.jpg",,,,,,,[[Padma Shri]]<br>Odissi Nrutya Sanman,,,,,,,
Priyanka Bassi,,"[[Actress]], [[Model (people)|Model]]",,,,,,,"[[New Delhi, India|Delhi]], [[India]]",,,,,,,,,,,,,,,[[India]]n,,,,
Priyanka Chopra Jonas,,{{hlist|Actress|singer|film producer|model}},,,,{{Marriage|[[Nick Jonas]]|2018}},{{Birth date and age|df|=|yes|1982|7|18}},,"[[Jamshedpur]], [[Bihar]] (now in [[Jharkhand]]), [[India]]",,,,[[Priyanka Chopra filmography|Full list]],Priyanka-chopra-gesf-2018-7565.jpg,,,,Signature Priyanka Chopra.png,[[Miss World 2000]],[[Padma Shri]] (2016),[[List of awards and nominations received by Priyanka Chopra|Full list]],,,,,,,
Priyanka Nair,,{{hlist|Actress|Model}},,,,{{Marriage|Lawrence Ram|2012}},{{Birth date and age|1985|06|30|df|=|yes}},,"[[Vamanapuram]], [[Thiruvananthapuram district|Thiruvananthapuram]], [[Kerala]], India",,,,,,,1,,,,,,,,[[Indian people|Indian]],,,,
Priyanka Raina,,"director, Film Critic",,,,,{{birth date and age|df|=|yes|1982|03|20}},,"[[Bandra]], [[Mumbai]], India",,,''[[Daal Mein Kuch Kaala Hai]]'' <br/> Azaad Bharat <br/> Clean and Green India,,Priyanka Raina IMG002.jpg,"{{plainlist|
* |URL|http://priyankaraina.co.in//|
* |URL|http://themagicpr.com//|}} {{URL|http://priyankaraina.co.in//}} * {{URL|http://themagicpr.com//}}",,,,,,,,,,,,,
Priyanka Upendra,,"Actress, producer",,,,{{marriage|[[Upendra (actor)|Upendra Rao]]|2003}},{{Birth date and age|df|=|y|1977|11|12}},,"[[Kolkata, West Bengal]], India",,,,,Priyanka Upendra 1.jpg,,2,,,,,,,,,,,,
Protima Bedi,,{{hlist|[[Indian classical dance|Indian classical dancer]]|[[Model (person)|Model]]}},,,,{{marriage|[[Kabir Bedi]]|1969|1974|end|=|divorce}},{{birth date |1948|10|12|df|=|y}},{{death date and age|1998|8|18|1948|10|12|df|=|y}},"[[Delhi]], India","Malpa, [[Pithoragarh]], India",,,,Protima Bedi.gif,,"2, including [[Pooja Bedi]]",,,,,,,,[[India]]n,,,,
Puja Banerjee,,"Actress, model",,,,{{Marriage|Arnoy Chakraborty|2007|2013|reason|=|divorce}} <br /> {{marriage|[[Kunal Verma]]|2020}},{{birth date and age|1987|02|06|df|=|y}},,"[[Calcutta]], [[West Bengal]], India",,,,,Pooja Bose1.jpg,,1,,,,,,,,,,,,
Puja Gupta,,"[[Actress]], [[Model (person)|model]]",,,,{{marriage|Varun Talukdar|2019}},{{birth date and age|1987|01|30|df|=|y}},,"[[New Delhi]], [[India]]",,,,,Puja Gupta with Thor.jpg,,,,,[[Femina Miss India|Femina Miss India Universe 2007]],,,,,,,,,
Purbi Joshi,,"[[Actress]], [[Voice actress]], [[Television Presenter]]",,,,Valentino Fehlmann,,,,,,Hosting ''[[Comedy Circus]]'',,Purbi Joshi at the shooting of music video for ‘Damadamm!’.jpg,,,,,,,,,,[[Indian people|Indian]],,,,
Qudsia Tahseen,,,,,,,{{birth date and age|1964|12|15|df|=|y}},,[[Azamgarh]],,,[[Nematology]],,,,,,,,,first Asian to be awarded by Organisation of Nematologist of Tropical America (ONTA),,,Indian,,,,
R. T. Rama,,{{hlist|Film actress|dubbing artist|TV soap/serial actress|writer}},,,,,{{birth date and age|1949|6|25|df|=|yes}},,"[[Davanagere]], [[Karnataka]], [[India]]",,,,,,,,,,,,,,,,,,,
Raadhika Sarathkumar,,{{hlist|Actress|film producer|entrepreneur}},,[[M. R. Radha]],,"{{Ubl
  | |Marriage|[[Pratap Pothan]]|1985|1986|end|=|div| |ref|{{cite web | url=https://timesofindia.indiatimes.com/entertainment/tamil/movies/photo-features/heroines-who-fell-for-their-directors/heroines-who-fell-for-their-directors/photostory/34322092.cms | title=Heroines who fell for their directors | publisher=[[The Times of India]] | accessdate=5 August 2021}}|</ref>|
| |Marriage|Richard Hardy|1990|1992|end|=|div|ref|{{cite web | url=https://timesofindia.indiatimes.com/entertainment/tamil/movies/photo-features/tamil-celebrities-who-married-more-than-once/tamil-celebrities-who-married-more-than-once/photostory/48093697.cms | title=Tamil celebrities who married more than once | publisher=[[The Times of India]] | accessdate=5 August 2021}}|</ref>|
  | |marriage|[[R. Sarathkumar]]|2001|}} {{Marriage|[[Pratap Pothan]]|1985|1986|end|=|div}} {{Marriage|Richard Hardy|1990|1992|end|=|div}} {{marriage|[[R. Sarathkumar]]|2001}}",,,,,,,,Raadhika at 62nd Britannia Filmfare South Awards 2014.jpg,,2 plus 2 step-children including [[Varalaxmi Sarathkumar]],,,,,,,,,,,,
Rakhee Gulzar,,Actor,,,,{{marriage|Ajay Biswas|1963|1965|reason|=|divorced}} <br> {{marriage|[[Gulzar (lyricist)|Gulzar]]|1973}},{{Birth date and age|df|=|yes|1947|08|15}},,"[[Ranaghat]], [[West Bengal]], [[Dominion of India|India]]",,,,,File:Rakhee Gulzar.jpg,,[[Meghna Gulzar]],,,,[[Padma Shri]],"* [[Filmfare Best Actress Awards]]
* [[BFJA Awards]]
* [[National Film Award for Best Supporting Actress]]",,,,,,,
Raashi Khanna,,{{hlist|Actor|singer}},,,,,{{Birth date and age|df|=|yes|1990|11|30}},,"[[Delhi]], India",,,,,"Raashi Khanna at the Big C launch, Hyderabad (cropped).jpg",,,,,,,,,,,,,,
Rachana Narayanankuttyy,,"[[Film]] [[actress]], [[Kuchipudi]] [[dancer]], [[Television presenter]]",,,,{{marriage|[[Arun Sadasivan]]|2011|2012|reason|=|divorced}},{{Birth date and age|df|=|yes|1983|04|04}},,"[[Thrissur]], [[Kerala]], [[India]]",,,,,Rachana Live 25 Years of Asianet 0-17 screenshot.png,,,,,,,,,,[[Indian people|Indian]],,1.61 m,,
Rachna Banerjee,,"[[Actress]], [[Model (people)|model]], Anchor",,,,{{marriage|Probal Basu|2007}},{{birth date and age|df|=|y|1974|10|02}},,"[[Kolkata]], [[West Bengal]], India",,,,{{ubl|''Amodini''|''[[Ramdhanu]]''}},,,Pronil Basu (son),,,,,,,,[[India]]n,,,,
Radha,,,,,,{{marriage|Rajasekaran Nair|1991}},{{Birth date and age|df|=|yes|1965|06|03}},,"[[Kallara, Thiruvananthapuram]] , [[Kerala]], [[India]]",,,,,Radha at 60th South Filmfare Awards 2013 (cropped).jpg,,[[Karthika Nair]] (b.1992)<br>Vignesh Nair (b.1995)<br> [[Thulasi Nair]] (b.1997),,,,,"Kalaimaamani, Cinema express, film critics",,,,,,,
Radha Bharadwaj,,"[[Film director]], [[film producer]], [[screenwriter]]",,,,,,,[[India]],,,,,,{{URL|www.closetland.com}},,,,,,,,,,,,,
Radha Saluja,,actress,,,,Samim Zaidi,,,Mumbai,,,,,,,,,,,,,,,US Citizen,,,,
Radhika Apte,,Actress,,,,{{marriage|[[Benedict Taylor (musician)|Benedict Taylor]]|2012}},{{birth date and age|1985|09|7|df|=|y}},,"[[Vellore]], [[Tamil Nadu]], India",,,,,Radhika Apte at Swatch store launch.jpg,,,,,,,,,,,,,,
Radhika Chaudhari,,"Actress, director, producer",,,,,{{birth date and age|df|=|yes|1984|10|20}},,,,,,,,,,,,,,,,,,,,,
Radhika Govindrajan,,"[[anthropologist]], professor",,,,,,,,,,''Animal Intimacies'',,,,,,,,,,,,Indian-American,,,,
Radhika Kumaraswamy,,"Actress, Film Producer",,,,"{{ubl
|marriage|Ratan Kumar |ref| name=""timesofindia.com""|{{cite web|url=https://m.timesofindia.com/city/bengaluru/Actress-Radhikas-husband-dies-of-heart-attack/articleshow/20396299.cms|title=Actress Radhika's 'husband' dies of heart attack|date=27 August 2002}}|</ref>|2000|2002|reason|=|death|
|marriage|[[H.D.Kumaraswamy]]|ref| name=""RK""|2006}} {{marriage|Ratan Kumar |ref| name=""timesofindia.com""|{{cite web|url=https://m.timesofindia.com/city/bengaluru/Actress-Radhikas-husband-dies-of-heart-attack/articleshow/20396299.cms|title=Actress Radhika's 'husband' dies of heart attack|date=27 August 2002}}|</ref>|2000|2002|reason|=|death}} {{marriage|[[H.D.Kumaraswamy]]|ref| name=""RK""|2006}}",{{birth date and age|df|=|yes|1986|11|12}},,"[[Mangalore]], [[Karnataka]], India",,,,,Radhika Kumaraswamy (2).jpg,,1,,,,,,,,,,,,
Radhika Madan,,Actress,,,,,{{birth date and age|1995|05|01|df|=|yes}},,"[[Delhi]], [[India]]",,,,,Radhika Madan snapped in Santacruz.jpg,,,,,,,,,,,,,,
Radhika Pandit,,Actress,,,,{{marriage|[[Yash (actor)|Yash]]|2016}},,,"[[Bengaluru]], [[Karnataka]], [[India]]",,,,,,,2,,,,,,,,Indian,,,,
Radhika Rao,,"Director, producer, screenwriter, costume designer, television host",,,,,{{birth date and age|df|=|y|1971|03|27}},,"[[Ahmednagar]], [[Maharashtra]], [[India]]",,,,,Radhika Rao Profile Pic.jpg,,,,,,,"''[[Channel V Award for Best Director for Gabbar Mix]]<br />1998'' ''[[Screen Videocon Award, Zee Music Award, RAPA Award for Best Director for Yaad Piya Ki Aane Lagi]]<br />1999''

''[[MTV Music Award, Zee Music Award, RAPA Award for Meine Payal Hai Chankai]]<br />1999''

''[[MTV Music Award for Kaanta Laga]]<br />2002''",,,,,,,
